torvik_team,player,yr,height_display,mins,ortg,usage_pct,recruit_rank,in_rotation
North Dakota,Karson Ouse,Fr,6-7,,,,0.0,False
North Dakota St.,Andy Stefonowicz,Jr,6-2,82,116,19,0.0,True
North Dakota St.,Melvin Bell Jr.,So,6-4,77,111,20,62.2,True
North Dakota St.,Jack Robison,Jr,6-5,69,107,24,62.4,True
North Dakota St.,Rob Diaz,Sr,6-2,66,116,21,0.0,True
North Dakota St.,Kaden Tate,Jr,6-6,64,95,19,0.0,True
North Dakota St.,Andrew Nagy,So,6-9,51,111,21,0.0,True
North Dakota St.,Carson Smith,So,6-6,35,103,18,0.0,True
North Dakota St.,Riley Massey,So,6-3,30,104,14,0.0,True
North Dakota St.,Jaziah Harper,Fr,6-7,17,97,18,0.2,True
North Dakota St.,Colin Stack,Fr,7-0,10,97,18,0.0,True
North Dakota St.,Amir Danforth,Fr,6-1,,,,0.0,False
North Dakota St.,Max Iversen,Fr,6-3,,,,0.0,False
North Dakota St.,Oliver Junker,Fr,6-7,,,,0.0,False
North Dakota St.,Chance Schoenfeld,Fr,6-7,,,,0.0,False
North Dakota St.,Caleb Schoenrock,Fr,6-7,,,,0.0,False
North Florida,Kent Jackson,Jr,6-3,85,105,25,0.0,True
North Florida,Mason Lee,Jr,6-7,80,113,18,0.0,True
North Florida,BJ Plummer,So,6-6,72,104,18,0.0,True
North Florida,Elijah Elliott,Jr,6-3,68,104,22,0.0,True
North Florida,Eddie Placer,Sr,6-5,66,111,20,0.0,True
North Florida,Hedrens Bartelus,Jr,6-7,49,93,20,0.0,True
North Florida,Arden Begaj,Fr,7-0,28,89,18,0.2,True
North Florida,Mason Watkins,Fr,6-3,23,89,18,0.2,True
North Florida,Isaiah Brown,Fr,6-10,18,89,18,0.0,True
North Florida,Christopher Perry,Fr,6-7,11,89,18,0.0,True
North Florida,Asa Kohn,Fr,6-4,,,,0.0,False
North Florida,Gabe Jacobs,Fr,6-1,,,,0.0,False
North Texas,Je'Shawn Stevenson,Jr,6-2,82,108,26,0.0,True
North Texas,Reece Robinson,Jr,6-8,77,117,18,0.0,True
North Texas,Casmir Chavis,So,6-0,70,108,22,64.0,True
North Texas,Cole Franklin,Sr,6-4,68,108,16,0.0,True
North Texas,Mitchell Holmes,So,6-10,66,104,20,71.8,True
North Texas,Amar Amkou,So,6-7,54,112,21,0.0,True
North Texas,Rashid Kuta,Jr,6-7,35,98,18,0.0,True
North Texas,EJ Horton,So,6-3,28,97,17,0.0,True
North Texas,TJ Crumble,Fr,6-7,14,98,17,62.8,True
North Texas,Aeneas Alexander,Fr,6-7,6,99,17,41.4,True
Northeastern,Mike Loughnane,Sr,6-4,83,111,20,0.0,True
Northeastern,Ryan Williams,Jr,6-4,78,125,23,0.0,True
Northeastern,Louis Bond,So,6-5,70,109,22,0.0,True
Northeastern,Miles Newton,So,6-3,65,109,19,0.0,True
Northeastern,Brayden Young,Jr,6-9,61,101,21,0.0,True
Northeastern,Liam Koelsch,So,6-9,50,116,17,0.0,True
Northeastern,Petar Pinter,So,6-11,35,105,17,0.0,True
Northeastern,Josh Goodwin,Fr,6-5,29,98,19,31.6,True
Northeastern,Dorian Grosber,Fr,6-7,18,91,18,0.2,True
Northeastern,Damian Jung,Fr,6-11,11,91,18,0.0,True
Northeastern,Sage Baptiste,Fr,6-7,,,,0.0,False
Northeastern,Danny Houlihan,Fr,6-5,,,,0.0,False
Northern Arizona,Chris Komin,So,6-3,86,112,19,0.0,True
Northern Arizona,Brennan Peterson,So,6-0,82,106,18,0.0,True
Northern Arizona,Cade Bennett,Sr,6-0,73,99,25,0.0,True
Northern Arizona,Dylan Anderson,Sr,7-0,70,101,22,78.0,True
Northern Arizona,Mason Dorsey,Jr,6-5,66,88,19,0.0,True
Northern Arizona,Lucas Toukam,Fr,6-8,49,88,18,0.0,True
Northern Arizona,Johnny Mautz,Fr,6-2,29,88,18,0.0,True
Northern Arizona,Noah George,Fr,6-1,23,88,18,0.0,True
Northern Arizona,JT Amundsen,So,5-8,12,87,19,0.0,True
Northern Arizona,Lance Piper,Jr,,,,,0.0,False
Northern Arizona,Ryan Abelman,Jr,6-4,,,,0.0,False
Northern Colorado,Andrew Crawford,So,6-7,81,106,23,78.2,True
Northern Colorado,Vincent Delano,Jr,6-2,78,106,20,0.0,True
Northern Colorado,Egan Shields,Sr,6-10,70,123,19,0.0,True
Northern Colorado,Manning Shareef,So,6-7,68,98,18,0.0,True
Northern Colorado,Kaidon Rayfield,So,6-8,67,112,20,59.8,True
Northern Colorado,Chiante Tramble,Jr,6-2,54,115,19,0.0,True
Northern Colorado,Ariik Mawien,Jr,6-4,32,95,22,0.0,True
Northern Colorado,Steven Ramirez,Fr,6-4,24,92,18,0.2,True
Northern Colorado,William Dixion,Fr,6-2,16,92,18,0.2,True
Northern Colorado,Drew Paine,Fr,6-8,9,92,18,0.0,True
Northern Colorado,Jeremiah Hammond,Fr,6-3,,,,0.0,False
Northern Colorado,Campbell Blogg,Fr,6-4,,,,0.0,False
Northern Colorado,Hunter Caldwell,So,6-10,,,,0.0,False
Northern Colorado,Tanner Braketa,Fr,6-1,,,,0.0,False
Northern Illinois,David Douglas Jr.,Sr,6-5,80,110,22,0.0,True
Northern Illinois,Uzziah Buntyn,So,6-1,76,110,21,0.0,True
Northern Illinois,Colin Hardrick,So,6-3,68,107,20,0.0,True
Northern Illinois,Cal Klesmit,So,6-2,64,116,20,0.0,True
Northern Illinois,Tolu Samuels,Sr,6-8,62,115,17,0.0,True
Northern Illinois,Jack Daugherty,Jr,6-8,53,102,21,0.0,True
Northern Illinois,Nino Carter-Smith,Jr,6-1,37,107,19,0.0,True
Northern Illinois,Brayden Gross,Fr,6-7,31,111,20,0.0,True
Northern Illinois,Bennett Basich,Fr,6-4,18,113,19,0.0,True
Northern Illinois,Mykolaus Ivanauskas,Jr,6-8,10,112,19,0.0,True
Northern Illinois,Zay Larthridge,Fr,6-6,,,,0.0,False
Northern Illinois,Nathan Ramus,Fr,6-2,,,,0.0,False
Northern Illinois,Akiva McBirney-Griffin,Jr,6-9,,,,0.0,False
Northern Illinois,Keller Hanson,Jr,,,,,0.0,False
Northern Illinois,Trevor Polite,Jr,,,,,0.0,False
Northern Illinois,Jao Ituka,Jr,6-1,,,,0.0,False
Northern Illinois,Ladji Kante,Fr,6-7,,,,0.0,False
Northern Iowa,Greyson Uelmen,So,6-2,82,111,24,0.0,True
Northern Iowa,Tate McCubbin,Jr,6-8,78,113,18,0.0,True
Northern Iowa,Isaiah Johnson-Arigu,Jr,6-7,71,111,21,75.0,True
Northern Iowa,Marino Dubravcic,So,6-10,68,103,22,0.0,True
Northern Iowa,Carson Vis,So,6-3,66,112,19,0.0,True
Northern Iowa,Ian Smikle,Jr,6-10,55,109,19,0.0,True
Northern Iowa,Kyle Pock,Sr,6-6,33,109,17,0.0,True
Northern Iowa,Jalen Wilson,Fr,6-7,26,99,19,59.2,True
Northern Iowa,Geon Hutchins,So,6-4,14,96,16,0.0,True
Northern Iowa,Redek Born,So,6-3,7,91,19,0.0,True
Northern Iowa,Jules Isebaert,Fr,6-5,,,,0.2,False
Northern Iowa,Levi Valdo,Fr,6-4,,,,0.2,False
Northern Iowa,Cade Courbat,Fr,6-8,,,,0.2,False
Northern Iowa,Jordan Boyd,Fr,6-4,,,,0.0,False
Northern Iowa,William Gerdes,Fr,6-8,,,,0.0,False
Northern Iowa,Jaydon Kimbrough,Fr,6-4,,,,0.0,False
Northern Iowa,Hunter Jacobson,Jr,6-1,,,,0.0,False
Northern Kentucky,Ethan Elliott,So,6-3,81,104,18,0.0,True
Northern Kentucky,Noah Pagotto,Sr,6-7,77,120,21,0.0,True
Northern Kentucky,Eric Acker,Sr,6-2,71,108,24,0.0,True
Northern Kentucky,B.J. Davis-Ray,So,6-6,68,106,23,74.2,True
Northern Kentucky,Will Shortt,Jr,6-8,67,117,20,0.0,True
Northern Kentucky,Donovan Rakotonanahary,Jr,6-8,51,131,14,0.0,True
Northern Kentucky,Ryan Tolliver,So,6-7,31,102,20,0.0,True
Northern Kentucky,Bryce Darbyshire,Sr,6-4,26,102,20,0.0,True
Northern Kentucky,Juan Manuel Ruiz,Fr,6-9,17,94,19,0.2,True
Northern Kentucky,Gabrielius Jokubauskas,Fr,6-5,10,94,19,0.2,True
Northern Kentucky,JJ Apathjang,Fr,6-4,,,,0.2,False
Northern Kentucky,Willie Foster,Fr,6-1,,,,0.0,False
Northern Kentucky,Patrick Otto Mäe,Fr,6-9,,,,0.0,False
Northwestern,Jake West,So,6-3,80,104,20,74.6,True
Northwestern,Angelo Ciaravino,Jr,6-6,76,113,18,57.6,True
Northwestern,Colin Smith,Sr,6-8,68,110,21,75.2,True
Northwestern,Jack Karasinski,Sr,6-7,64,115,23,0.0,True
Northwestern,LA Pratt,Sr,6-5,62,111,19,0.0,True
Northwestern,Okku Federiko,Jr,6-9,52,110,20,67.6,True
Northwestern,Luke McEldon,Sr,6-10,37,112,19,0.0,True
Northwestern,Aleksej Kostić,So,6-4,31,104,22,0.0,True
Northwestern,Ryan Soulis,Jr,6-10,18,109,18,0.0,True
Northwestern,Dylan Williams,Sr,5-11,10,105,19,0.0,True
Northwestern,Jayden Hodge,Fr,6-6,,,,83.0,False
Northwestern,Symon Ghai,Fr,7-3,,,,58.4,False
Northwestern,Elijah Eschmeyer,Fr,6-7,,,,0.0,False
Northwestern,Phoenix Gill,Fr,6-2,,,,42.2,False
Northwestern St.,Izzy Miles,Sr,6-2,81,105,23,0.0,True
Northwestern St.,Kai Simpson,So,6-2,77,104,24,0.0,True
Northwestern St.,Isaiah Vick,Fr,6-7,69,108,19,0.0,True
Northwestern St.,Kordrick Turner,Sr,6-6,64,111,18,0.0,True
Northwestern St.,Doyle Brown,Jr,6-2,60,92,19,0.0,True
Northwestern St.,Dionjahe Thomas,Sr,6-8,50,113,19,0.0,True
Northwestern St.,Jayden Nesbitt,Jr,6-9,37,90,17,0.0,True
Northwestern St.,Cameron Kelly,Jr,6-7,32,90,17,0.0,True
Northwestern St.,Nathan Ojukwu,Sr,6-6,19,90,17,0.0,True
Northwestern St.,CJ Larry,So,6-3,12,94,17,0.0,True
Northwestern St.,Antoine Almuttar,Fr,6-4,,,,0.0,False
Northwestern St.,Armon Almuttar,Fr,6-4,,,,0.0,False
Notre Dame,Braeden Shrewsberry,Sr,6-4,85,112,20,61.8,True
Notre Dame,Ethan Roberts,Sr,6-5,80,109,22,0.0,True
Notre Dame,Logan Imes,Sr,6-4,75,102,17,60.4,True
Notre Dame,Devin Brown,So,6-6,73,107,18,0.0,True
Notre Dame,Braeden Smith,Sr,6-0,71,108,21,0.0,True
Notre Dame,Logan Duncomb,Sr,6-10,57,118,22,85.8,True
Notre Dame,Brady Koehler,So,6-10,25,110,20,84.6,True
Notre Dame,Jonathan Sanderson,Fr,6-2,20,107,19,85.2,True
Notre Dame,Yoro Diallo,Jr,6-9,10,93,20,0.0,True
Notre Dame,Tommy Ahneman,Fr,6-11,4,109,18,69.6,True
Notre Dame,Gan-Erdene Solongo,Fr,7-0,,,,70.2,False
Notre Dame,Luke Devine,Fr,6-7,,,,0.2,False
Notre Dame,Nick Shrewsberry,Fr,6-5,,,,0.0,False
Notre Dame,Bryce Dortch,So,6-9,,,,57.4,False
Notre Dame,Brady Stevens,So,6-4,,,,0.0,False
Notre Dame,Mark Zackery IV,Fr,5-11,,,,0.0,False
Oakland,Nassim Mashhour,Jr,6-4,86,116,18,0.0,True
Oakland,Brady Swartz,So,6-7,82,116,18,0.0,True
Oakland,RJ Taylor,Jr,5-11,76,111,19,0.0,True
Oakland,Ryder Bradley,Fr,6-2,74,105,20,0.0,True
Oakland,Belal El Shakery,Sr,6-8,72,106,23,0.0,True
Oakland,Chris Fields Jr.,Sr,6-7,59,108,25,0.0,True
Oakland,Nathan Ahner,Jr,6-6,22,101,19,0.0,True
Oakland,Warren Marshall IV,Jr,6-5,18,113,15,0.0,True
Oakland,Hamoudy Mashhour,Fr,6-2,8,97,17,0.2,True
Oakland,Deuce Hamilton,Fr,6-5,3,97,17,0.0,True
Ohio,Javan Simmons,Sr,6-7,84,116,25,0.0,True
Ohio,Kolton Mitchell,Jr,6-1,80,111,22,0.0,True
Ohio,Kyler D'Augustino,Sr,6-1,71,115,21,0.0,True
Ohio,Siebe Ledegen,Fr,6-7,67,105,18,83.7,True
Ohio,Kiir Kuany,So,6-9,65,112,16,0.0,True
Ohio,Jesse Burris,So,6-5,50,98,19,0.0,True
Ohio,Dušan Makitan,Fr,6-8,30,103,17,25.5,True
Ohio,Moek Icke,Fr,7-1,24,96,16,0.2,True
Ohio,Zay Mosley,Fr,6-7,18,96,16,0.2,True
Ohio,Jordie Bowens,Fr,6-6,11,96,16,0.0,True
Ohio,Xavier McKinney,Fr,6-4,,,,0.0,False
Ohio,Ché Brogan,Fr,6-5,,,,0.0,False
Ohio St.,John Mobley Jr.,Jr,6-1,81,119,23,90.4,True
Ohio St.,Amare Bynum,So,6-8,77,116,19,88.6,True
Ohio St.,Anthony Thompson,Fr,6-8,68,108,21,98.6,True
Ohio St.,Justin Pippen,Jr,6-3,64,106,23,79.6,True
Ohio St.,Andrija Jelavic,So,6-11,63,110,19,94.2,True
Ohio St.,Jimmie Williams,Sr,6-5,53,112,19,0.0,True
Ohio St.,Curtis Givens III,Jr,6-3,37,113,17,87.2,True
Ohio St.,Josh Ojianwuna,Sr,6-10,31,122,16,69.4,True
Ohio St.,Ivan Njegovan,Jr,7-1,17,116,15,0.0,True
Ohio St.,Alex Smith,Fr,6-9,9,101,17,63.6,True
Ohio St.,Myles Herro,Fr,6-3,,,,41.6,False
Ohio St.,Vuk Lazarević,Fr,7-1,,,,0.0,False
Ohio St.,Braylen Nash,So,6-4,,,,0.0,False
Oklahoma,Xzayvier Brown,Sr,6-2,81,115,24,67.0,True
Oklahoma,Derrion Reid,Jr,6-8,77,125,21,98.2,True
Oklahoma,Pop Isaacs,Sr,6-2,68,110,22,84.2,True
Oklahoma,Khani Rooths,Jr,6-10,65,110,20,93.6,True
Oklahoma,Tyler Hendricks,Sr,6-6,63,116,16,37.0,True
Oklahoma,Dayton Forsythe,Jr,6-2,53,107,19,50.2,True
Oklahoma,Quincy Wadley,Fr,6-4,37,106,20,89.8,True
Oklahoma,Kai Rogers,So,6-10,30,126,14,85.6,True
Oklahoma,Gage Mayfield,Fr,6-7,17,104,19,83.8,True
Oklahoma,Yaak Yaak,Sr,6-11,9,115,19,0.0,True
Oklahoma,Finley Keeffe,Fr,6-7,,,,0.2,False
Oklahoma,Alec Blair,Fr,6-7,,,,85.0,False
Oklahoma St.,Kanye Clary,Sr,6-0,80,109,23,63.8,True
Oklahoma St.,Jordan Burks,Sr,6-9,76,112,19,65.0,True
Oklahoma St.,Luka Bogavac,Sr,6-6,68,108,21,0.0,True
Oklahoma St.,Julius Halaifonua,Jr,7-0,64,118,21,88.4,True
Oklahoma St.,Andrija Grbovic,Sr,6-11,61,110,18,0.0,True
Oklahoma St.,Kashie Natt,Sr,6-3,52,115,18,0.0,True
Oklahoma St.,Jacob Walker,So,6-1,37,110,19,0.0,True
Oklahoma St.,Latrell Allmond,Fr,6-8,31,103,20,93.4,True
Oklahoma St.,Benjamin Ahmed,So,6-10,18,112,22,84.8,True
Oklahoma St.,Anthony Felesi,Fr,6-5,11,102,20,93.0,True
Oklahoma St.,Jalen Montonati,Fr,6-7,,,,81.8,False
Oklahoma St.,Parker Robinson,Fr,6-4,,,,63.2,False
Oklahoma St.,Lefteris Mantzoukas,Fr,6-9,,,,99.0,False
Oklahoma St.,Mekhi Ragland,Fr,6-11,,,,55.8,False
Oklahoma St.,Ryan Crotty,Fr,6-6,,,,78.6,False
Old Dominion,Bubu Benjamin,Sr,6-7,80,107,23,0.0,True
Old Dominion,Zamoku Weluche-Ume,Jr,6-8,76,107,22,0.0,True
Old Dominion,Zacch Wiggins,So,6-4,69,114,19,46.6,True
Old Dominion,Jared Turner,Sr,6-8,66,117,17,0.0,True
Old Dominion,Khoi Thurmon,Sr,6-1,64,104,21,0.0,True
Old Dominion,Jotham Nweke,Jr,6-7,54,105,20,0.0,True
Old Dominion,Kylan Howze,Sr,6-10,37,107,20,0.0,True
Old Dominion,Scottie Hubbard,Jr,6-6,30,106,15,0.0,True
Old Dominion,Jothan Nweke,Jr,6.0-7,17,95,18,0.0,True
Old Dominion,C.J. Lyons,Fr,6-1,8,91,18,0.0,True
Old Dominion,C.J. Harper,Fr,6-1,,,,0.0,False
Old Dominion,Adante’ Holiman,Jr,,,,,43.6,False
Old Dominion,Ben Nacey,So,6-8,,,,0.0,False
Old Dominion,CJ Parker,So,6-6,,,,0.0,False
Old Dominion,Rieco Hellams,Jr,5-10,,,,0.0,False
Oral Roberts,Connor Dow,Sr,6-6,82,109,22,50.2,True
Oral Roberts,Amire Robinson,Sr,6-4,77,110,21,0.0,True
Oral Roberts,Blake Smith,Sr,6-6,70,102,24,0.0,True
Oral Roberts,Cal Furnish,So,5-10,68,109,14,0.0,True
Oral Roberts,Marko Pavlovic,Fr,6-9,65,113,20,0.0,True
Oral Roberts,Luke Gray,Jr,6-7,54,111,22,0.0,True
Oral Roberts,Martins Kilups,So,6-4,35,116,14,0.0,True
Oral Roberts,Marko Pavlović,Fr,6.0-9,29,97,18,0.0,True
Oral Roberts,Boden Williams,Fr,6-2,15,104,18,46.0,True
Oral Roberts,Alex Couto,Fr,6-1,7,97,17,0.2,True
Oregon,Andrew Meadow,Sr,6-7,80,112,20,0.0,True
Oregon,Sean Stewart,Sr,6-9,76,109,21,96.8,True
Oregon,Taylor Bol Bowen,Sr,6-10,68,109,20,85.6,True
Oregon,Dwayne Aristode,So,6-8,65,113,18,95.8,True
Oregon,Tyrone Riley IV,Jr,6-6,63,112,18,74.8,True
Oregon,Jasper Johnson,So,6-5,53,105,23,95.2,True
Oregon,Jerry Easter II,So,6-5,37,107,19,91.8,True
Oregon,Tajh Ariza,Fr,6-9,31,102,21,93.6,True
Oregon,Pharaoh Compton,Jr,6-8,17,111,21,78.6,True
Oregon,Miles Goodman,So,6-11,9,106,19,79.4,True
Oregon,Kendre Harrison,Fr,6-7,,,,70.0,False
Oregon,Seven Spurlock,Fr,6-5,,,,59.2,False
Oregon,JJ Frakes,Fr,6-5,,,,37.4,False
Oregon,Rian Gonzales,Fr,6-3,,,,0.2,False
Oregon,Miles Johnson,Fr,6-1,,,,0.2,False
Oregon,Luke Johnson,So,6-8,,,,0.0,False
Oregon St.,Josiah Lake II,Sr,6-2,82,117,19,0.0,True
Oregon St.,Daniel Freitag,Jr,6-2,76,114,22,76.2,True
Oregon St.,DeShawn Gory,So,6-6,68,109,21,53.0,True
Oregon St.,Chris Johnson,Sr,6-5,64,113,21,89.8,True
Oregon St.,Xavion Staton,So,7-0,63,105,21,93.0,True
Oregon St.,Jackson Rasmussen,So,6-7,53,109,19,0.0,True
Oregon St.,Kahu Treacher,Jr,6-9,37,105,20,0.0,True
Oregon St.,Legend Smiley,So,6-5,31,114,17,63.4,True
Oregon St.,Dennis Evans,Sr,7-1,17,114,18,94.6,True
Oregon St.,Peteris Pinnis,So,7-0,9,103,19,0.0,True
Oregon St.,Yabi Aklog,Fr,6-10,,,,74.0,False
Oregon St.,Sean Blakely Drummond,Fr,6-4,,,,0.0,False
Pacific,Jaion Pitt,So,6-7,76,129,16,80.6,True
Pacific,Jacob McFarland,Jr,6-11,75,102,24,81.8,True
Pacific,Jaden Winston,Sr,6-0,68,114,19,0.0,True
Pacific,Connor Amundsen,Jr,5-11,64,113,19,0.0,True
Pacific,Jaylen Thompson,Sr,6-7,61,108,19,76.6,True
Pacific,Adriel Nyorha,So,6-5,52,102,24,45.6,True
Pacific,Dominick Harris,Sr,6-3,37,110,21,86.6,True
Pacific,Ivan Matlekovic,Jr,7-0,31,102,22,0.0,True
Pacific,Damarion Vann-Kelly,Jr,6-4,19,95,20,0.0,True
Pacific,Gavin Ripp,So,6-7,11,109,19,0.0,True
Pacific,Franck Belibi,Fr,6-2,,,,51.8,False
Pacific,Vincent Osazee II,Fr,6-7,,,,0.0,False
Pacific,Nishayne Sharpe,Fr,5-11,,,,0.0,False
Penn,TJ Power,Sr,6-9,83,115,23,96.2,True
Penn,Sir Mohammed,Jr,6-6,76,105,24,87.0,True
Penn,AJ Levine,Jr,6-0,68,104,21,0.0,True
Penn,Augustus Gerhart,Sr,6-9,65,119,16,0.0,True
Penn,Dalton Scantlebury,So,6-9,62,110,20,0.0,True
Penn,Jay Jones,So,6-4,52,106,18,0.0,True
Penn,Lucas-Allan Lueth,Jr,6-7,36,107,14,0.0,True
Penn,Isaiah Carroll,Fr,6-6,30,104,17,37.2,True
Penn,Ethan Lin,Fr,6-5,17,104,17,31.4,True
Penn,Niklas Polonowski,Sr,6-6,9,105,16,0.0,True
Penn,Ryan Altman,Fr,6-6,,,,0.2,False
Penn,Chase Geremia,Fr,6-2,,,,0.0,False
Penn,Mike Pereira,Fr,6-9,,,,0.0,False
Penn,Finley Billy,Fr,6-8,,,,0.0,False
Penn,Johnny Keenan,Fr,6-0,,,,0.0,False
Penn,Payton Kamin,Fr,6-7,,,,0.0,False
Penn,William Kruse,Fr,6-11,,,,0.0,False
Penn St.,Roko Prkačin,Fr,6-9,81,114,24,99.6,True
Penn St.,Ivan Juric,So,7-0,77,109,21,0.0,True
Penn St.,Dasonte Bowen,Sr,6-2,70,111,19,72.0,True
Penn St.,Brant Byers,Jr,6-8,68,114,18,0.0,True
