torvik_team,player,yr,height_display,mins,ortg,usage_pct,recruit_rank,in_rotation
East Texas A&M,Parker Whisenhunt,So,6-3,,,,0.0,False
Eastern Illinois,Jaden Miller,Jr,6-1,81,106,23,0.0,True
Eastern Illinois,Markus Blackwell,So,6-2,77,97,20,0.0,True
Eastern Illinois,JT Elder,Sr,6-7,69,94,19,0.0,True
Eastern Illinois,Jalen Calloway,Jr,6-3,64,91,20,0.0,True
Eastern Illinois,Tanner Vogel,Jr,7-0,60,96,19,0.0,True
Eastern Illinois,Daniel Ntambwe,Jr,6-5,51,96,19,0.0,True
Eastern Illinois,Devin Davenport,Sr,6-2,38,96,19,0.0,True
Eastern Illinois,Andrew Austin,Jr,6-7,32,92,20,0.0,True
Eastern Illinois,Shane Sims,Fr,6-4,17,86,19,0.2,True
Eastern Illinois,Shia Francis,Fr,6-3,11,86,19,0.0,True
Eastern Illinois,Jayden Wright,Fr,5-11,,,,0.0,False
Eastern Kentucky,Amarr Knox,Sr,6-3,80,110,24,0.0,True
Eastern Kentucky,Jackson Holt,Sr,6-4,76,120,18,0.0,True
Eastern Kentucky,Austin Ball,Sr,6-7,68,111,20,47.0,True
Eastern Kentucky,Shadrak Lasu,Jr,6-9,65,118,17,0.0,True
Eastern Kentucky,Aric Demings,So,6-0,63,108,21,44.0,True
Eastern Kentucky,Damone King,So,6-2,53,108,21,0.0,True
Eastern Kentucky,Yvens Paul,Sr,6-7,37,110,17,0.0,True
Eastern Kentucky,Joshua Lowe,Jr,6-8,31,100,19,0.0,True
Eastern Kentucky,Drae Vasser,So,6-1,18,100,19,0.0,True
Eastern Kentucky,Mouhamed Camara,Fr,6-8,9,106,18,55.0,True
Eastern Kentucky,Duje Dujmović,Fr,6-9,,,,0.2,False
Eastern Kentucky,Amari Owens,Fr,6-1,,,,0.0,False
Eastern Kentucky,Cade Murphy,Fr,6-5,,,,0.0,False
Eastern Michigan,Mohammad Habhab,So,6-9,84,101,24,0.0,True
Eastern Michigan,Jabri Fitzpatrick,Sr,6-2,76,113,21,0.0,True
Eastern Michigan,Kilian Brockhoff,Sr,6-8,68,108,22,0.0,True
Eastern Michigan,Emanuel Richards,Sr,6-4,64,113,18,0.0,True
Eastern Michigan,Omar Suleiman,So,6-6,62,111,19,0.0,True
Eastern Michigan,Gregory Lawson,So,6-3,52,110,19,58.0,True
Eastern Michigan,Braelon Green,Sr,6-3,37,106,15,69.2,True
Eastern Michigan,Daniel Culberson,Jr,6-0,30,96,17,0.0,True
Eastern Michigan,Jaiden Martin,Jr,6-4,17,96,17,0.0,True
Eastern Michigan,Kaden Johnson,Sr,7-0,9,100,16,0.0,True
Eastern Michigan,Jaylin Cooper,Fr,6-6,,,,0.0,False
Eastern Michigan,Max Booher,Jr,,,,,0.0,False
Eastern Washington,Alton Hamilton IV,Sr,6-8,84,120,24,0.0,True
Eastern Washington,Jamil Miller,So,6-6,80,111,18,0.0,True
Eastern Washington,Jalen Griffith,Sr,5-10,72,112,23,0.0,True
Eastern Washington,Isak Homelius,So,6-5,69,94,18,0.0,True
Eastern Washington,Emmett Marquardt,Sr,6-9,67,112,20,0.0,True
Eastern Washington,Cole Scherer,So,6-2,50,99,19,0.0,True
Eastern Washington,Alan Gballou,Fr,6-7,28,95,17,0.2,True
Eastern Washington,"Lance Horntvedt, Jr.",Fr,6-7,23,95,17,0.0,True
Eastern Washington,Malachi Richmond,Fr,6-3,18,95,17,0.0,True
Eastern Washington,Angelo Winkel,Sr,6-9,10,93,18,0.0,True
Elon,Bryson Cokley,Jr,6-6,80,119,21,0.0,True
Elon,Randall Pettus II,Sr,6-3,77,105,23,0.0,True
Elon,Isaiah Mbeng,Jr,6-1,68,110,20,0.0,True
Elon,Joshua Dalton,So,6-10,65,114,19,0.0,True
Elon,Raúl Villar,So,6-3,63,115,20,0.0,True
Elon,Marko Sarenac,Jr,6-10,53,112,20,0.0,True
Elon,Marko Šarenac,Jr,6.0-10,37,103,17,0.0,True
Elon,Hunter Harding,Jr,7-0,31,105,19,0.0,True
Elon,Trey O'Neil,So,6-1,16,101,17,0.0,True
Elon,Alex Brabec,Fr,6-2,9,94,17,0.2,True
Elon,Brady Sehlhorst,Fr,6-7,,,,0.0,False
Elon,Kobe Edwards,Fr,6-0,,,,0.0,False
Elon,Caleb Zhu,Fr,6-10,,,,0.0,False
Elon,Alex Olander,So,6-4,,,,0.0,False
Elon,Iker Garmendia,Fr,6-9,,,,0.0,False
Evansville,AJ Casey,Sr,6-9,83,111,25,85.2,True
Evansville,Bryce Quinet,So,6-3,79,96,21,0.0,True
Evansville,Gustav Winther,So,6-10,71,107,19,0.0,True
Evansville,Makuei Riek,Jr,6-7,68,97,19,0.0,True
Evansville,Max Langenfeld,So,6-6,66,101,20,0.0,True
Evansville,James Dyson-Merwe,So,6-11,51,95,17,0.0,True
Evansville,Caden Symons,Fr,6-5,31,94,17,32.8,True
Evansville,Aaron Gutman,Fr,6-7,24,88,17,0.2,True
Evansville,Bryce Renn,Fr,6-10,17,88,17,0.0,True
Evansville,David Nejezchleb,Fr,6-8,11,88,17,0.0,True
Evansville,Rafayel Masumyan,Fr,6-7,,,,0.0,False
FIU,Corey Caulker,Sr,6-0,81,108,20,0.0,True
FIU,Ramone Seals,Jr,6-6,78,110,22,0.0,True
FIU,Noah Mendy,Jr,6-7,70,91,23,0.0,True
FIU,Mason Blazer,Jr,6-6,65,98,18,0.0,True
FIU,C.J. Hall,So,6-4,60,98,18,0.0,True
FIU,Jaylin Payne,Sr,6-8,50,110,17,0.0,True
FIU,Trey Beamer,Fr,6-1,36,90,20,73.8,True
FIU,Jalan Wingfield,Fr,6-8,31,91,20,64.4,True
FIU,Andreas Holst,Fr,7-0,19,92,19,39.0,True
FIU,Aydan Clinton,So,6-6,10,85,18,0.0,True
Fairfield,Declan Wucherpfennig,So,6-7,81,117,20,0.0,True
Fairfield,Qadir Martin,Jr,6-5,76,119,19,0.0,True
Fairfield,Tony Williams,So,6-1,69,108,19,0.0,True
Fairfield,Marko Radunovic,So,6-6,65,100,24,0.0,True
Fairfield,Eric Mejia,Jr,6-3,63,105,18,0.0,True
Fairfield,Peyton Smith,Jr,6-10,53,105,22,0.0,True
Fairfield,Halon Rawlins,So,6-6,37,103,18,0.0,True
Fairfield,Isaac Munkadi,Jr,6-10,30,116,17,0.0,True
Fairfield,Nasir Rodriguez,So,6-4,16,91,26,0.0,True
Fairfield,Brayden Jones,Fr,6-8,8,94,17,0.0,True
Fairfield,Jah Hatchett,Fr,5-10,,,,0.0,False
Fairfield,Oesoemana Sacko,Fr,6-8,,,,0.0,False
Fairfield,Jaden Brown,Fr,6-4,,,,0.0,False
Fairfield,Cole Edelen,Fr,6-0,,,,0.0,False
Fairfield,Joe Ganton,Jr,6-4,,,,0.0,False
Fairfield,Tanner Ostop,Jr,6-0,,,,0.0,False
Fairleigh Dickinson,David Jevtic,So,6-8,80,100,22,0.0,True
Fairleigh Dickinson,Raysean Johnson,Jr,6-1,76,99,20,0.0,True
Fairleigh Dickinson,Bol Agu,Sr,6-8,68,111,21,0.0,True
Fairleigh Dickinson,Pavle Stosic,Jr,6-9,64,107,22,0.0,True
Fairleigh Dickinson,Travis Torain,Jr,6-6,62,108,20,0.0,True
Fairleigh Dickinson,Austin Ratliff,Jr,6-7,52,91,19,0.0,True
Fairleigh Dickinson,Vophcy Prophete,Jr,6-5,38,91,19,0.0,True
Fairleigh Dickinson,J.R. Jacobs,Sr,5-11,32,91,19,0.0,True
Fairleigh Dickinson,Ras Elijah Godbolt,So,6-0,18,104,13,0.0,True
Fairleigh Dickinson,Sebastian Haubro,So,6-10,10,95,19,38.0,True
Fairleigh Dickinson,Diing Maiwen,Fr,6-6,,,,0.0,False
Fairleigh Dickinson,Devin Wright,Fr,6-3,,,,0.0,False
Fairleigh Dickinson,Danzelle Bullock-Coles,Jr,,,,,0.0,False
Fairleigh Dickinson,Chidube Ekwommadu,So,6-6,,,,0.0,False
Fairleigh Dickinson,Tyler McQuaid,Fr,6-0,,,,0.0,False
Florida,Thomas Haugh,Sr,6-9,82,125,21,61.6,True
Florida,Alex Condon,Sr,6-11,77,118,23,0.0,True
Florida,Boogie Fland,Jr,6-3,70,117,21,96.2,True
Florida,Rueben Chinyelu,Sr,6-11,64,120,19,80.0,True
Florida,Urban Klavzar,Sr,6-1,60,130,17,0.0,True
Florida,Denzel Aberdeen,Sr,6-5,50,113,20,71.2,True
Florida,CJ Ingram II,So,6-6,37,107,20,95.6,True
Florida,Alex Kovatchev,So,6-5,32,98,17,0.0,True
Florida,Isaiah Brown,Jr,6-4,18,123,18,0.0,True
Florida,Alex Lloyd,So,6-3,11,99,19,92.2,True
Florida,Domen Petrović,Fr,6-9,,,,54.8,False
Florida,Jones Lay,Fr,7-0,,,,0.0,False
Florida,Artūras Butajevas,Fr,6-10,,,,0.0,False
Florida,Cooper Josefsberg,Jr,6-4,,,,0.0,False
Florida,Viktor Mikic,So,6-11,,,,0.0,False
Florida A&M,Antonio Baker,Sr,6-3,80,104,21,0.0,True
Florida A&M,Jaden Kempson,Sr,6-3,77,108,21,0.0,True
Florida A&M,Assane Mbaye,Jr,7-2,69,98,23,0.0,True
Florida A&M,Jamil Muttilib,Sr,6-6,65,105,20,0.0,True
Florida A&M,Miles Ndalama,Sr,6-11,64,103,19,0.0,True
Florida A&M,Chandler Davis,Jr,6-5,54,86,18,0.0,True
Florida A&M,Alex Montes,So,6-5,37,89,17,0.0,True
Florida A&M,Ralph Martino Jr.,So,6.0-6,31,89,17,0.0,True
Florida A&M,Joel Mokweza,Fr,6-9,15,81,17,0.0,True
Florida A&M,Jayden Joseph,Fr,6-1,8,81,17,0.0,True
Florida A&M,Amir Rahman,Fr,6-3,,,,0.0,False
Florida A&M,Ja'Cobi Hall,So,6-7,,,,0.0,False
Florida A&M,Tuscan Onuoha,Jr,6-11,,,,0.0,False
Florida Atlantic,Kanaan Carlyle,Sr,6-3,84,109,24,89.6,True
Florida Atlantic,Jelani Hamilton,Jr,6-6,79,112,22,71.4,True
Florida Atlantic,Braeden Speed,Jr,6-3,71,116,19,0.0,True
Florida Atlantic,Milhan Charles,So,6-7,66,116,17,0.0,True
Florida Atlantic,Kieran Mullen,So,7-0,63,106,21,39.2,True
Florida Atlantic,Mason Porter-Brown,Sr,6-6,53,117,18,0.0,True
Florida Atlantic,Felipe Quinones,Fr,6-4,36,99,19,80.0,True
Florida Atlantic,Zion Sampaio,Fr,6-6,27,95,17,0.2,True
Florida Atlantic,Liam Dayco-Green,So,6-2,13,93,18,0.0,True
Florida Atlantic,Lachlan Smith,So,6-3,10,93,18,0.0,True
Florida Atlantic,Ifaola Fawaz,Jr,,,,,0.0,False
Florida Atlantic,Josh Harris,Jr,,,,,0.0,False
Florida Gulf Coast,Elijah Brooks,Sr,6-3,83,110,24,0.0,True
Florida Gulf Coast,Bryson Lucas,Jr,6-7,80,108,21,0.0,True
Florida Gulf Coast,Justin Houser,So,7-0,72,107,23,0.0,True
Florida Gulf Coast,Darren Williams,Jr,6-4,68,112,18,0.0,True
Florida Gulf Coast,George Washington III,Jr,6-2,65,107,20,81.2,True
Florida Gulf Coast,Tristen Guillouette,Jr,6-10,50,119,16,0.0,True
Florida Gulf Coast,Gabe Tanner,So,6-4,30,101,18,0.0,True
Florida Gulf Coast,Chase Konieczny,Fr,6-6,24,93,17,0.2,True
Florida Gulf Coast,Nikolas Sermpezis,Fr,6-5,18,93,17,0.2,True
Florida Gulf Coast,Trace Westercamp,Fr,6-9,11,93,17,0.0,True
Florida Gulf Coast,Lawrence Brown,Fr,5-10,,,,0.0,False
Florida Gulf Coast,Kingston Wheatley,Fr,6-7,,,,0.0,False
Florida Gulf Coast,C.J. Outlaw,Jr,,,,,0.0,False
Florida Gulf Coast,Matthew McCarthy,Fr,6-3,,,,0.0,False
Florida St.,Anthony Robinson II,Sr,6-3,80,108,21,70.4,True
Florida St.,Sebastian Rancik,Jr,6-11,76,107,21,76.4,True
Florida St.,Shon Abaev,So,6-8,68,102,24,94.8,True
Florida St.,Cooper Schwieger,Sr,6-10,64,109,18,0.0,True
Florida St.,Kameron Taylor,Jr,6-7,61,111,20,0.0,True
Florida St.,Marcis Ponder,Fr,6-11,52,101,20,92.2,True
Florida St.,AJ Swinton,Jr,6-6,38,109,15,69.0,True
Florida St.,Martay Barnes,Fr,6-2,32,99,19,83.4,True
Florida St.,Elisée Assui,Fr,6-5,19,99,19,82.6,True
Florida St.,Brandon Bass Jr.,Fr,6-4,11,98,19,77.6,True
Florida St.,Collin Paul,Fr,6-7,,,,74.2,False
Florida St.,Jasen Lopez,Fr,5-11,,,,71.0,False
Florida St.,MAXIMO GARCIA-PLATA NIETO,Fr,6-4,,,,0.2,False
Florida St.,Jalen Crawford,So,6-0,,,,0.0,False
Fordham,Rikus Schulte,Sr,6-9,81,117,18,0.0,True
Fordham,Zarique Nutter,Sr,6-7,77,110,26,0.0,True
Fordham,Akira Jacobs,Sr,6-9,70,116,16,0.0,True
Fordham,Jack Whitbourn,Jr,6-10,68,115,19,0.0,True
Fordham,Lateef Patrick Jr,Sr,6-2,67,113,23,0.0,True
Fordham,Amir Lindsey,Jr,5-11,54,121,18,0.0,True
Fordham,Abass Bodija,So,6-10,34,113,20,0.0,True
Fordham,Kelvin Odih,So,6-4,28,105,20,75.8,True
Fordham,"John Laboy, II",So,6-3,14,110,21,39.4,True
Fordham,Roor Akhuar,So,6-7,6,114,16,0.0,True
Fordham,Desmond Bellot,Fr,6-3,,,,57.2,False
Fordham,Hassan Koureissi,Fr,6-3,,,,54.6,False
Fordham,Vito Kučić,Fr,6-4,,,,83.7,False
Fordham,Frank Siaca Bey,Fr,6-9,,,,0.0,False
Fordham,Aidan Crotty,So,5-11,,,,0.0,False
Fordham,Jameson O'Toole,Jr,6-3,,,,0.0,False
Fordham,Max Miller,So,6-0,,,,0.0,False
Fresno St.,DJ Stickman,So,6-2,75,103,18,0.0,True
Fresno St.,Baye Fall,Sr,6-11,74,104,23,94.4,True
Fresno St.,Ross Candelino,Sr,6-5,68,114,19,0.0,True
Fresno St.,Bradey Henige,Jr,7-0,65,109,19,0.0,True
Fresno St.,Colin Schroeder,Fr,6-8,63,103,22,93.95,True
Fresno St.,Dragos Lungu,Jr,6-6,54,107,21,0.0,True
Fresno St.,Brian Amuneke,Jr,6-5,38,105,21,0.0,True
Fresno St.,Marko Vučković,Fr,6-9,31,100,20,83.7,True
Fresno St.,Quentin Rhymes,Fr,6-6,17,100,19,51.6,True
Fresno St.,Nathan Zulemie,Fr,6-4,9,94,18,0.2,True
Fresno St.,Anthony Granger,Fr,6-8,,,,0.0,False
Fresno St.,Yeshua Kesse-Beda,Fr,6-8,,,,0.0,False
Fresno St.,Rylan Parsley,Fr,6-8,,,,0.0,False
Fresno St.,K.J. Perry,Jr,,,,,0.0,False
Furman,Marcus Kell,Sr,6-8,82,117,21,0.0,True
Furman,Luka Toews,Jr,6-1,78,110,21,58.4,True
Furman,Jaxson Bell,Jr,6-3,72,116,21,0.0,True
Furman,Cole Bowser,So,6-6,70,116,15,0.0,True
Furman,Jordan Butler,Sr,7-0,67,118,21,74.2,True
Furman,Davis Molnar,Jr,6-6,54,114,21,0.0,True
Furman,Abijah Franklin,So,6-5,31,102,24,0.0,True
Furman,Collin O'Neal,So,6-4,25,106,19,0.0,True
Furman,Cameron Elwer,Fr,6-0,14,103,17,33.2,True
Furman,Owen Ritger,So,6-9,7,95,17,0.0,True
Furman,Gunnar Lewis,Fr,5-10,,,,0.2,False
Furman,Jerrin Samuel,Fr,6-4,,,,0.0,False
Furman,Nikos Koulisianis,Fr,6-9,,,,0.0,False
Furman,Mason Smith,So,6-7,,,,0.0,False
Gardner Webb,Jacob Hudson,Jr,6-2,80,103,23,0.0,True
Gardner Webb,Ace Talbert,Sr,6-0,76,99,18,0.0,True
Gardner Webb,Jamias Ferere,So,6-6,68,97,23,0.0,True
Gardner Webb,Seth Brown,So,6-5,64,99,20,0.0,True
Gardner Webb,Samuel Nosakhare,So,6-9,62,110,16,0.0,True
Gardner Webb,Mikhail Pocknett,Sr,6-6,52,104,21,0.0,True
Gardner Webb,Jackson Skipper,Sr,6-7,37,105,19,0.0,True
Gardner Webb,Ginuwine Tropnas,Jr,6-10,31,95,19,0.0,True
Gardner Webb,Brave Rutsindura,Jr,6-11,18,92,17,0.0,True
Gardner Webb,D.J. Daniel,So,6-6,11,92,17,0.0,True
Gardner Webb,Chinedu Okpara,Fr,6-7,,,,0.0,False
Gardner Webb,David Gaymon,Fr,6-4,,,,0.0,False
Gardner Webb,Rue Wells,Fr,6-1,,,,0.0,False
Gardner Webb,Cameron Gales,So,6-0,,,,0.0,False
Gardner Webb,Isaiah Hicks,Jr,6-0,,,,97.0,False
Gardner Webb,Paul Lindberg,Jr,6-4,,,,0.0,False
George Mason,Brayden O'Connor,Sr,6-4,80,110,22,0.0,True
George Mason,Baraka Okojie,Sr,6-3,76,116,22,0.0,True
George Mason,Efeosa Oliogu-Elabor,So,6-6,69,109,23,80.4,True
George Mason,Elijah Jones,Sr,6-8,65,118,19,0.0,True
George Mason,Michael Marcus Jr.,Jr,6-9,64,119,17,0.0,True
George Mason,Makhai Valentine,Jr,6-3,53,121,17,0.0,True
George Mason,James Nnaji,So,7-0,37,112,18,0.0,True
George Mason,Emmett Adair,So,6-9,30,117,21,0.0,True
George Mason,Lilian Marville,So,6-1,17,119,17,0.0,True
George Mason,Malik Presley,Sr,6-6,9,106,15,64.2,True
George Mason,Shane Pendergrass,Fr,6-8,,,,73.2,False
George Mason,Peyton Miller,Fr,6-3,,,,43.4,False
George Mason,Ryan-Preston Mendy,Fr,6-9,,,,0.2,False
George Mason,Bryton Barrett,Fr,6-8,,,,0.0,False
George Mason,Ben Woodward,Jr,6-4,,,,0.0,False
George Mason,Emmanuel Kanga,Fr,6-9,,,,76.8,False
George Mason,T.J. Prosise,So,6-3,,,,0.0,False
George Washington,Jean Aranguren,Sr,6-3,81,110,23,0.0,True
George Washington,Omari Witherspoon,So,6-4,77,105,21,70.8,True
George Washington,Dylan James,Sr,6-9,70,109,21,84.6,True
George Washington,Terrance Arceneaux,Sr,6-6,67,112,20,92.0,True
George Washington,Felix Kossaras,Jr,6-5,66,114,17,69.8,True
George Washington,Andrija Vukovic,Jr,6-11,54,116,19,0.0,True
George Washington,Ryder Frost,So,6-6,35,115,21,84.4,True
George Washington,Andrew Phillips,Sr,6-4,29,116,17,0.0,True
George Washington,Lovro Urbiha,Fr,6-9,15,103,19,83.7,True
George Washington,Malachi Arrington,Jr,6-11,7,119,14,0.0,True
George Washington,Vincent Chaudhri,Fr,6-7,,,,46.4,False
George Washington,Jalen Rougier-Roane,Fr,6-5,,,,40.4,False
George Washington,Promis N’landu,Fr,6-1,,,,0.0,False
George Washington,Elisée Assui,Fr,6-5,,,,0.0,False
George Washington,Deng Manyang,Fr,6-7,,,,0.0,False
George Washington,Amir Arrington,Jr,6-0,,,,0.0,False
Georgetown,Caleb Williams,Jr,6-7,81,113,17,0.0,True
Georgetown,Jaland Lowe,Sr,6-2,77,105,24,83.8,True
Georgetown,Duncan Powell,Sr,6-8,69,110,20,39.2,True
Georgetown,Elmarko Jackson,Sr,6-3,67,106,21,96.0,True
Georgetown,Kayvaun Mulready,Jr,6-4,65,109,20,86.2,True
Georgetown,Josiah Parker,So,6-7,54,108,20,61.2,True
Georgetown,Chol Machot,Jr,7-0,36,111,19,0.0,True
Georgetown,Justin Caldwell,Fr,6-9,29,103,19,70.6,True
Georgetown,Pedro Pastre,Fr,6-6,15,103,18,54.8,True
Georgetown,Gabriel Landeira,Fr,6-6,7,98,17,0.2,True
Georgetown,Athan Olivier,Fr,6-0,,,,0.0,False
Georgetown,Mason Moses,So,6-6,,,,0.0,False
Georgetown,Michael Van Raaphorst,So,6-2,,,,0.0,False
Georgetown,Seal Diouf,So,6-9,,,,0.0,False
Georgia,Blue Cain,Sr,6-5,81,124,21,85.8,True
Georgia,Marcus Millender,Sr,5-11,77,118,22,0.0,True
Georgia,Kanon Catchings,Jr,6-9,68,116,23,92.0,True
Georgia,Freddie Dilione V,Sr,6-5,64,113,21,92.0,True
Georgia,Kareem Stagg,So,6-8,62,116,19,85.4,True
Georgia,James Scott,Sr,6-10,52,118,16,0.0,True
Georgia,Brady Dunlap,Sr,6-7,37,116,18,69.0,True
Georgia,Kemo Millender,Jr,6-0,31,103,17,0.0,True
Georgia,Andrew Osasuyi,So,6-9,17,116,16,0.0,True
Georgia,Donovan Williams,Fr,6-3,10,98,18,51.6,True
Georgia,Hakeem Weems,Fr,6-9,,,,49.8,False
Georgia,Mading Kuany,Fr,6-8,,,,37.0,False
Georgia,Brandon Klatsky,Jr,6-4,,,,0.0,False
Georgia,Markel Jennings,So,5-11,,,,0.0,False
Georgia Southern,Josh Dixon,So,6-1,80,107,24,0.0,True
Georgia Southern,Rashaad Williams,Fr,6-1,77,101,20,0.0,True
Georgia Southern,Eltramon Smith Jr.,Jr,6-7,69,100,20,0.0,True
Georgia Southern,Truman Claytor IV,Sr,6-6,64,109,20,0.0,True
Georgia Southern,Elidjah Savane,Jr,6-8,60,96,19,0.0,True
Georgia Southern,Armani Henderson,Jr,6-1,51,96,19,0.0,True
Georgia Southern,Cole Crissman,Jr,6-10,38,96,19,0.0,True
Georgia Southern,Dwayne Williams Jr.,So,6-6,32,104,18,0.0,True
Georgia Southern,Tsvet Sotirov,Jr,6-9,19,108,16,0.0,True
Georgia Southern,Jayden Williams,So,6-6,11,99,17,0.0,True
Georgia Southern,Pavle Ridesic,Fr,6-8,,,,0.2,False
Georgia Southern,Hayden Clay,Fr,6-8,,,,0.0,False
Georgia Southern,Elton James,Fr,6-7,,,,0.0,False
Georgia Southern,Jeromy Davis,Fr,6-6,,,,0.0,False
Georgia Southern,Jayden Crawford,Fr,6-1,,,,0.0,False
Georgia St.,Jacob Meyer,Sr,6-2,80,108,22,0.0,True
Georgia St.,Jaden Jackson,Jr,6-0,76,112,20,0.0,True
Georgia St.,AJ Smith,Jr,6-4,68,109,22,0.0,True
Georgia St.,David Thomas,Sr,6-2,65,110,20,51.4,True
Georgia St.,Jacolb Fredson-Cole,Jr,6-7,63,108,21,79.8,True
Georgia St.,Terrance Dixon Jr.,Sr,6-8,53,120,18,0.0,True
Georgia St.,Eric Parnell,Sr,6-3,37,117,18,0.0,True
Georgia St.,London Riley,Sr,6-3,30,114,15,0.0,True
Georgia St.,Zion Wilburn,Jr,6-5,17,108,19,45.6,True
Georgia St.,Braylon Barnes,So,6-4,9,98,17,0.0,True
Georgia St.,Keeper Jackson,Fr,6-8,,,,49.0,False
Georgia St.,Amir Jones,Fr,6-3,,,,0.0,False
Georgia St.,Jonas Sirtautas,Jr,6-9,,,,0.0,False
Georgia St.,Christopher Jones,Fr,6-6,,,,0.0,False
Georgia St.,Isaiah Sherrard,Jr,6-7,,,,0.0,False
Georgia Tech,Colby Garland,Sr,6-0,81,114,22,0.0,True
Georgia Tech,Kam Craft,Sr,6-6,77,112,19,89.0,True
Georgia Tech,Victor Valdes,Sr,6-7,70,108,22,0.0,True
Georgia Tech,Nasir Whitlock,Sr,6-2,67,112,21,0.0,True
Georgia Tech,Courtland Muldrew,So,6-3,65,108,19,78.2,True
Georgia Tech,Jackson Fields,Sr,6-8,54,114,17,0.0,True
Georgia Tech,Tylis Jordan,Fr,6-9,35,104,19,90.8,True
Georgia Tech,Ilja Kurucs,Fr,6-9,28,104,19,90.6,True
Georgia Tech,Kayden Allen,Fr,6-5,15,102,18,85.6,True
Georgia Tech,Moustapha Diop,Fr,6-10,7,96,18,76.0,True
Georgia Tech,Kaiden Bailey,Fr,6-2,,,,63.4,False
Georgia Tech,Jackson McVey,Jr,,,,,61.8,False
Georgia Tech,Cole Kirouac,Fr,7-0,,,,54.4,False
Gonzaga,Braden Huff,Sr,6-10,81,131,23,67.4,True
Gonzaga,Davis Fogle,So,6-7,77,126,22,92.8,True
Gonzaga,Massamba Diop,So,7-1,71,118,21,94.2,True
Gonzaga,Isiah Harwell,So,6-6,68,112,19,97.6,True
Gonzaga,Izan Almansa,Fr,6-10,66,121,19,91.95,True
Gonzaga,Luca Foster,Fr,6-5,54,120,18,89.6,True
Gonzaga,Sam Funches,Fr,6-10,35,118,17,77.8,True
Gonzaga,Parker Jefferson,Fr,6-10,28,118,17,71.8,True
Gonzaga,Juwan Ekanga-Ehawa,Fr,6-6,14,113,15,0.2,True
Gonzaga,Alonzo Metz,Fr,5-11,7,113,15,0.2,True
Gonzaga,Jack Kayil,Fr,6-5,,,,68.0,False
Gonzaga,Mario Saint-Supery,Fr,6-3,,,,64.0,False
Grambling St.,Dwayne Pierce,Jr,6-5,80,105,24,0.0,True
Grambling St.,Antoine Shannon,So,6-4,75,86,18,0.0,True
Grambling St.,Hassan Washington,Sr,6-8,69,105,22,0.0,True
Grambling St.,Isaiah Miranda,Sr,7-1,64,104,20,0.0,True
Grambling St.,Tyler Bey,Jr,6-9,61,86,18,68.6,True
Grambling St.,Chikasi Ofoma,Jr,6-6,52,86,18,0.0,True
Grambling St.,"Antonio Shannon, Jr.",So,6-5,38,86,18,0.0,True
Grambling St.,Josué Grullon,Sr,6-5,32,86,18,0.0,True
Grambling St.,Mekhi Fitts,Sr,6-7,19,102,19,0.0,True
Grambling St.,Imoh Erims,Fr,6-10,10,76,18,0.0,True
Grambling St.,Colin Byrd,Fr,6-3,,,,0.0,False
Grambling St.,Kyle Layton,Jr,,,,,0.0,False
Grambling St.,Chancellor Perkins,Fr,6-2,,,,0.0,False
Grand Canyon,Makaih Williams,Sr,6-1,80,111,25,0.0,True
Grand Canyon,Efe Demirel,So,7-1,76,120,20,88.6,True
Grand Canyon,Dylan Darling,Sr,6-1,68,111,22,0.0,True
Grand Canyon,Omaha Biliew,Sr,6-8,65,116,18,97.8,True
Grand Canyon,Tyler Behrend,Sr,6-10,63,117,18,0.0,True
Grand Canyon,Jaden Zimmerman,Jr,6-5,53,112,19,0.0,True
Grand Canyon,Amarion Dickerson,Sr,6-7,37,112,19,0.0,True
Grand Canyon,Blake Barkley,Jr,6-7,31,119,18,50.8,True
Grand Canyon,Micah Tucker,So,6-3,18,116,17,0.0,True
Grand Canyon,Jack Sawyer,So,6-8,9,112,15,0.0,True
Grand Canyon,Luke Shaw,Fr,6-3,,,,0.2,False
Grand Canyon,John Whorton,Fr,6-9,,,,0.0,False
Green Bay,Marcus Hall,Sr,6-6,82,115,21,0.0,True
Green Bay,Shelton Williams-Dryden,Sr,6-6,76,113,23,0.0,True
Green Bay,Jaxon Edwards,Sr,6-5,68,113,20,0.0,True
Green Bay,Stewart Erhart,So,6-2,64,105,21,0.0,True
Green Bay,Ahmere Carson,Jr,6-3,61,98,19,0.0,True
Green Bay,Isaiah Sutherland,So,6-7,51,114,18,0.0,True
Green Bay,Clarence Payia,Jr,6-6,37,98,18,0.0,True
Green Bay,Ne'quan Brown,Jr,6-8,31,98,18,0.0,True
Green Bay,Mihailo Stijović,Jr,7-0,19,102,17,0.0,True
Green Bay,Christian Burnett,Jr,6-3,11,102,17,0.0,True
Green Bay,Henry Gruetzmacher,Fr,6-9,,,,0.0,False
Green Bay,M.J. Kloskey,Fr,6-5,,,,0.0,False
Green Bay,Brady Fitzgerald,Fr,6-4,,,,0.0,False
Green Bay,Keegan Van Kauwenberg,Fr,6-3,,,,0.0,False
Green Bay,Mac Wrecke,So,6-5,,,,0.0,False
Green Bay,Maruan Cicic,Fr,7-0,,,,0.0,False
Hampton,Seth Hubbard,Sr,6-4,81,112,22,0.0,True
Hampton,Cornelius Robinson Jr.,Sr,6-6,78,110,21,0.0,True
Hampton,Max Frazier,Sr,6-9,71,117,19,0.0,True
