game_id,game_date,away_team_id,home_team_id,season
401823463,2025-11-13,5345,2459,2026
401820839,2025-11-13,2127,2010,2026
401826750,2025-11-13,2679,2717,2026
401817221,2025-11-13,25,2306,2026
401817231,2025-11-14,282,150,2026
401813759,2025-11-14,12,26,2026
401812252,2025-11-14,130,2628,2026
401822356,2025-11-14,2197,96,2026
401819900,2025-11-14,270,2641,2026
401827180,2025-11-14,2142,356,2026
401817265,2025-11-14,2428,153,2026
401819815,2025-11-14,2250,9,2026
401826786,2025-11-14,2535,8,2026
401820832,2025-11-14,2379,156,2026
401822760,2025-11-14,2117,2154,2026
401829445,2025-11-14,3120,2466,2026
401829489,2025-11-14,2304,290,2026
401820151,2025-11-14,2689,2426,2026
401827433,2025-11-14,2329,164,2026
401823376,2025-11-14,85,2199,2026
401820840,2025-11-14,2815,2127,2026
401829444,2025-11-14,309,2377,2026
401828308,2025-11-14,324,55,2026
401827498,2025-11-14,2450,119,2026
401827450,2025-11-14,2569,232,2026
401827153,2025-11-14,3229,2011,2026
401825383,2025-11-14,2643,2698,2026
401822350,2025-11-14,284,2217,2026
401822168,2025-11-14,2230,314,2026
401820543,2025-11-14,231,2460,2026
401817166,2025-11-14,399,227,2026
401809076,2025-11-14,2275,2083,2026
401828906,2025-11-14,2565,2181,2026
401826852,2025-11-14,2272,5,2026
401823552,2025-11-14,2934,145,2026
401813255,2025-11-14,2287,30,2026
401808893,2025-11-14,2443,2655,2026
401826806,2025-11-14,2837,242,2026
401824826,2025-11-14,2116,245,2026
401823560,2025-11-14,2752,2294,2026
401818550,2025-11-14,2261,225,2026
401825571,2025-11-14,77,305,2026
401828289,2025-11-14,13,149,2026
401826713,2025-11-14,59,61,2026
401826087,2025-11-14,16,302,2026
401823524,2025-11-14,2000,2617,2026
401819862,2025-11-14,2507,38,2026
401819825,2025-11-14,2627,239,2026
401830342,2025-11-14,3101,2400,2026
401828277,2025-11-14,249,2608,2026
401824040,2025-11-14,2653,2351,2026
401823532,2025-11-14,2710,2856,2026
401824136,2025-11-14,264,265,2026
401824897,2025-11-14,2363,62,2026
401812788,2025-11-15,252,41,2026
401817242,2025-11-15,195,97,2026
401826915,2025-11-15,2729,2599,2026
401819884,2025-11-15,163,2305,2026
401823428,2025-11-15,178,2084,2026
